customer_id,customer_name,customer_gender,customer_age,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,total_lifetime_spend,percentage_lifetime_spend_groceries,percentage_lifetime_spend_electronics,percentage_lifetime_spend_fish,percentage_lifetime_spend_vegetables,percentage_lifetime_spend_nonalcohol_drinks,percentage_lifetime_spend_alcohol_drinks,percentage_lifetime_spend_meat,percentage_lifetime_spend_hygiene,percentage_lifetime_spend_videogames,percentage_lifetime_spend_petfood,avg_spend_per_store,loyalty_years,degree,cluster_ward
13548,Anna Yeary,0,40,1.0,0.0,0.0,1.0,3724.0,125.0,14.0,1085.0,261.0,50.0,2.0,2.0,313.0,390.0,525.0,42.0,0.2601224524026374,2012.0,1,38.77782087722945,-9.127435437124012,6477.0,0.5749575420719469,0.0192990582059595,0.0003087849312953,0.1675158252277289,0.0402964335340435,0.0077196232823838,0.0003087849312953,0.0483248417477227,0.0602130616025937,0.0810560444650301,6477.0,12.0,1,Vegetarians
12394,Robert Massey,1,40,1.0,0.0,0.0,1.0,2932.0,677.0,6.0,869.0,383.0,98.0,0.0,1.0,706.0,109.0,515.0,139.0,0.1742914332085685,2010.0,1,38.771725580081984,-9.194595509125252,6290.0,0.4661367249602544,0.107631160572337,0.0001589825119236,0.1381558028616852,0.0608903020667726,0.0155802861685214,0.0,0.112241653418124,0.017329093799682,0.0818759936406995,6290.0,14.0,3,Vegetarians
39427,Shawn Salisbury,1,78,1.0,0.0,0.0,2.0,2515.0,233.0,11.0,1008.0,458.0,225.0,1.0,1.0,285.0,113.0,547.0,277.0,0.197797752824863,2012.0,0,38.7212010451811,-9.12029497462586,5386.0,0.4669513553657631,0.0432603044931303,0.0001856665428889,0.1871518752320831,0.0850352766431489,0.0417749721500185,0.0001856665428889,0.0529149647233568,0.0209803193464537,0.1015595989602673,2693.0,12.0,0,Vegetarians
39469,Whitney Adams,0,57,1.0,0.0,1.0,1.0,2518.0,1365.0,17.0,605.0,298.0,163.0,2.0,2.0,666.0,146.0,534.0,260.0,0.2337694439615666,2014.0,0,38.71372416879591,-9.181504474118857,6299.0,0.3997459914272107,0.2167010636608985,0.0003175107159866,0.096046991585966,0.047309096682013,0.0258771233529131,0.0003175107159866,0.1057310684235593,0.0231782822670265,0.0847753611684394,6299.0,10.0,0,Vegetarians
48615,Ashley Kluesner,0,73,1.0,1.0,1.0,1.0,3671.0,25.0,12.0,1240.0,296.0,146.0,1.0,0.0,643.0,135.0,443.0,374.0,0.3763503996314949,2012.0,0,38.74434660761773,-9.15541298498962,6600.0,0.5562121212121212,0.0037878787878787,0.0,0.1878787878787878,0.0448484848484848,0.0221212121212121,0.0001515151515151,0.0974242424242424,0.0204545454545454,0.0671212121212121,6600.0,12.0,0,Vegetarians
25509,Brian Swanson,1,81,1.0,1.0,0.0,1.0,2788.0,47.0,7.0,1224.0,119.0,146.0,2.0,3.0,732.0,93.0,400.0,102.0,0.1722892414416142,2011.0,0,38.77436046120987,-9.194412795076095,5554.0,0.5019805545552755,0.0084623694634497,0.0005401512423478,0.2203817068779258,0.0214259992797983,0.026287360460929,0.0003601008282319,0.1317969031328772,0.0167446885127835,0.0720201656463809,5554.0,13.0,0,Vegetarians
20257,Randall Prochak,1,36,1.0,1.0,1.0,1.0,3639.0,565.0,6.0,945.0,346.0,87.0,0.0,1.0,622.0,47.0,504.0,88.0,0.0827882127586524,2011.0,1,38.76521896029993,-9.140793407541253,6756.0,0.5386323268206039,0.0836293664890467,0.0001480165778567,0.1398756660746003,0.0512137359384251,0.0128774422735346,0.0,0.0920663114268798,0.0069567791592658,0.0746003552397868,6756.0,13.0,0,Vegetarians
5728,William Macpherson,1,74,1.0,0.0,0.0,1.0,3849.0,923.0,12.0,1152.0,448.0,300.0,0.0,0.0,124.0,39.0,416.0,99.0,0.249504503963714,2009.0,1,38.73751111516624,-9.15367127054314,7251.0,0.5308233347124535,0.1272927872017652,0.0,0.1588746379809681,0.0617845814370431,0.0413736036408771,0.0,0.0171010895048958,0.005378568473314,0.0573713970486829,7251.0,15.0,2,Vegetarians
48259,Thomas Claypoole,1,79,1.0,1.0,0.0,2.0,3617.0,944.0,6.0,1159.0,443.0,199.0,2.0,0.0,312.0,228.0,703.0,233.0,0.1393255221579385,2007.0,0,38.714306247962256,-9.17910395622375,7607.0,0.4754831076639937,0.1240962271591954,0.0,0.1523596687261732,0.0582358354147495,0.0261601156829236,0.0002629157355067,0.0410148547390561,0.0299723938477717,0.0924148810306296,3803.5,17.0,0,Vegetarians
22301,Ricky Rossiter,1,58,1.0,1.0,1.0,1.0,3522.0,724.0,10.0,983.0,256.0,53.0,1.0,2.0,281.0,108.0,360.0,298.0,0.037717433633379,2011.0,1,38.76313820404857,-9.12536499815637,6290.0,0.5599364069952305,0.1151033386327504,0.0003179650238473,0.1562798092209857,0.0406995230524642,0.0084260731319554,0.0001589825119236,0.0446740858505564,0.0171701112877583,0.0572337042925278,6290.0,13.0,0,Vegetarians
41077,Michael Fain,1,60,1.0,1.0,1.0,1.0,1886.0,139.0,12.6,762.0,459.0,287.0,0.0,0.0,378.0,29.0,614.0,117.0,0.1328015050778327,2006.0,0,38.77141543130105,-9.136860141178172,4554.0,0.4141414141414141,0.0305226174791392,0.0,0.1673254281949934,0.1007905138339921,0.0630215195432586,0.0,0.0830039525691699,0.0063680281071585,0.1348265261308739,4554.0,18.0,0,Vegetarians
40267,Sarah Ragusa,0,83,1.0,1.0,1.0,1.0,2843.0,340.0,17.0,1111.0,386.0,108.0,0.0,0.0,382.0,155.0,607.0,265.0,0.2061401511244813,2011.0,0,38.78397434344576,-9.12504239015505,5932.0,0.4792650033715441,0.057316250842886,0.0,0.1872892784895482,0.0650708024275118,0.0182063385030343,0.0,0.064396493594066,0.0261294672960215,0.1023263654753877,5932.0,13.0,0,Vegetarians
26317,Christopher Peeler,1,53,1.0,1.0,0.0,1.0,3407.0,494.0,7.0,904.0,259.0,131.0,0.0,1.0,531.0,147.0,419.0,194.0,0.2665723885764266,2013.0,0,38.71908073686592,-9.1199718134549,6293.0,0.541395201017003,0.0784999205466391,0.0001589067217543,0.1436516764659145,0.0411568409343715,0.0208167805498172,0.0,0.0843794692515493,0.0233592880978865,0.0665819164150643,6293.0,11.0,0,Vegetarians
17727,Chris Simmons,1,45,1.0,1.0,0.0,2.0,2627.0,185.0,11.0,1000.0,292.0,109.0,1.0,0.0,661.0,100.0,580.0,193.0,0.1134105571877537,2008.0,1,38.76082766501606,-9.11850014298177,5555.0,0.4729072907290729,0.0333033303330333,0.0,0.18001800180018,0.0525652565256525,0.0196219621962196,0.0001800180018001,0.118991899189919,0.018001800180018,0.1044104410441044,2777.5,16.0,1,Vegetarians
