customer_id,customer_name,customer_gender,customer_age,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,total_lifetime_spend,percentage_lifetime_spend_groceries,percentage_lifetime_spend_electronics,percentage_lifetime_spend_fish,percentage_lifetime_spend_vegetables,percentage_lifetime_spend_nonalcohol_drinks,percentage_lifetime_spend_alcohol_drinks,percentage_lifetime_spend_meat,percentage_lifetime_spend_hygiene,percentage_lifetime_spend_videogames,percentage_lifetime_spend_petfood,avg_spend_per_store,loyalty_years,degree,cluster_ward
39634,David Frink,1,60,1.0,1.0,1.0,2.0,18306.0,7106.0,17.0,484.0,604.0,943.0,2226.0,4056.0,2174.0,3946.0,2514.0,32.0,0.0722059013396277,2010.0,0,38.73563722644666,-9.149070947095124,42359.0,0.4321631766566727,0.1677565570480889,0.0957529686725371,0.0114261432045137,0.0142590712717486,0.022262093061687,0.052550815647206,0.0513232134847376,0.0931561179442385,0.0593498430085696,21179.5,14.0,0,Premium Clients
24058,Maria Hunt,0,65,1.0,1.0,0.0,2.0,13419.0,12029.0,18.0,439.8,745.0,1323.0,1459.0,4448.0,1405.0,4334.0,2893.0,110.0,0.0342880859386965,2005.0,1,38.73676584374863,-9.14995515365266,42494.8,0.3157798130594802,0.2830699285559644,0.1046716304112503,0.0103495015860764,0.017531556802244,0.0311332210058642,0.0343336125831866,0.0330628688686615,0.1019889492361418,0.0680789178911302,21247.4,19.0,0,Premium Clients
16880,Joe Syrett,1,53,1.0,1.0,1.0,2.0,9213.0,13740.0,13.0,534.0,573.0,2514.0,1985.0,4094.0,1624.0,3588.0,2957.0,82.0,0.0235214706305256,2014.0,1,38.73585279077775,-9.150438488052956,40822.0,0.225687129489001,0.3365832149331243,0.1002890598206849,0.0130811817157415,0.0140365489197001,0.0615844397628729,0.0486257410219979,0.0397824702366371,0.0878937827641957,0.0724364313360442,20411.0,10.0,1,Premium Clients
37350,Margaret Peoples,0,45,1.0,1.0,0.0,1.0,10363.0,8122.0,6.0,517.0,560.0,596.0,2083.0,4027.0,1445.0,4607.0,3406.0,125.0,-0.0068838211245665,2013.0,0,38.76305330135946,-9.095476227519498,35726.0,0.2900688574147679,0.2273414320103006,0.1127190281587639,0.0144712534288753,0.0156748586463639,0.0166825281307731,0.0583048760006717,0.0404467334714213,0.1289537031853552,0.0953367295527067,35726.0,11.0,0,Premium Clients
35626,Bernard Bullock,1,36,1.0,1.0,1.0,1.0,19754.0,8638.0,23.0,554.0,573.0,985.0,1083.0,3997.0,1527.0,3393.0,2517.0,171.0,-0.0784882752635697,2013.0,0,38.76364827577565,-9.095207342986557,43021.0,0.459171102484833,0.2007856628158341,0.0929081146416866,0.0128774319518374,0.013319076729969,0.0228957950768229,0.0251737523535017,0.0354942934845773,0.0788684595895028,0.0585063108714348,43021.0,11.0,0,Premium Clients
46366,Carroll Buck,1,78,1.0,1.0,1.0,1.0,15390.0,397.0,9.0,497.0,620.0,997.0,2469.0,4061.0,2313.0,3837.0,2773.0,104.0,0.026220094120488,2009.0,0,38.73601841128967,-9.14940293306603,33354.0,0.4614139233675121,0.0119026203753672,0.1217545122024345,0.0149007615278527,0.0185884751454098,0.02989146729028,0.0740241050548659,0.0693470048569886,0.115038676020867,0.0831384541584217,33354.0,15.0,0,Premium Clients
32685,Douglass Murphy,1,74,1.0,1.0,1.0,1.0,12202.0,3320.0,9.0,473.0,590.0,554.0,2156.0,3122.0,1897.0,3112.0,3516.0,49.0,0.0011191647086712,2008.0,0,38.747456040966,-9.173693578944572,30942.0,0.3943507207032512,0.1072975244004912,0.1008984551741968,0.0152866653739254,0.0190679335530993,0.0179044664210458,0.0696787537974274,0.0613082541529312,0.1005752698597375,0.1136319565638937,30942.0,16.0,0,Premium Clients
21694,Kimberly Carver,0,39,1.0,1.0,1.0,3.0,13411.0,9988.0,8.0,383.0,1054.0,62.0,1430.0,4325.0,1894.0,4183.0,2023.0,8.0,0.2841865963425817,2011.0,1,38.748208955538445,-9.172928444939648,38753.0,0.3460635305653756,0.2577348850411581,0.1116042628957758,0.0098831058240652,0.0271978943565659,0.0015998761386215,0.03690036900369,0.0488736355895027,0.1079400304492555,0.0522024101359894,12917.666666666666,13.0,0,Premium Clients
23148,Anita Fagan,0,74,1.0,1.0,0.0,2.0,15539.0,3242.0,8.0,396.0,573.0,1532.0,1252.0,3493.0,2151.0,4010.0,3092.0,124.0,0.1743956905146281,2014.0,1,38.76405125570341,-9.094476133546156,35280.0,0.4404478458049886,0.0918934240362811,0.0990079365079365,0.0112244897959183,0.0162414965986394,0.0434240362811791,0.0354875283446712,0.060969387755102,0.1136621315192743,0.087641723356009,17640.0,10.0,0,Premium Clients
40168,Linda Lied,0,67,1.0,1.0,0.0,2.0,10150.0,10427.0,14.0,444.0,440.0,138.0,1911.0,3433.0,1907.0,4247.0,2673.0,53.0,-0.0555494782483529,2008.0,0,38.73635847992426,-9.149314934110588,35770.0,0.2837573385518591,0.2915012580374616,0.0959742801230081,0.0124126362873916,0.012300810735253,0.0038579815487838,0.0534246575342465,0.0533128319821079,0.1187307799832261,0.074727425216662,17885.0,16.0,0,Premium Clients
