customer_id,customer_name,customer_gender,customer_age,kids_home,teens_home,number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,typical_hour,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,lifetime_total_distinct_products,percentage_of_products_bought_promotion,year_first_transaction,loyalty_card_number,latitude,longitude,total_lifetime_spend,percentage_lifetime_spend_groceries,percentage_lifetime_spend_electronics,percentage_lifetime_spend_fish,percentage_lifetime_spend_vegetables,percentage_lifetime_spend_nonalcohol_drinks,percentage_lifetime_spend_alcohol_drinks,percentage_lifetime_spend_meat,percentage_lifetime_spend_hygiene,percentage_lifetime_spend_videogames,percentage_lifetime_spend_petfood,avg_spend_per_store,loyalty_years,degree,cluster_ward
23937,Evelyn Calico,0,55,0.0,1.0,1.0,3.0,3097.0,4073.0,10.0,301.0,852.0,1731.0,446.0,2347.0,1306.0,1504.0,2018.0,1282.0,0.1361682157061046,2009.0,1,38.7174310244228,-9.165104775881414,17675.0,0.1752192362093352,0.2304384724186704,0.1327864214992928,0.017029702970297,0.0482036775106082,0.0979349363507779,0.0252333804809052,0.0738896746817538,0.085091937765205,0.1141725601131541,5891.666666666667,15.0,0,Diversifiers
15019,Joyce Bowman,0,61,1.0,0.0,0.0,3.0,5164.0,448.0,7.0,411.0,598.0,1202.0,1931.0,708.0,2410.0,817.0,2170.0,903.0,0.3834562613322854,2005.0,1,38.77213731681731,-9.14640330870182,15859.0,0.3256195220379595,0.0282489438173907,0.0446434201399836,0.0259158837253294,0.0377072955419635,0.07579292515291,0.1217605145343338,0.1519641843748029,0.0515164890598398,0.1368308216154865,5286.333333333333,19.0,0,Diversifiers
42461,Judith Gazaille,0,77,1.0,1.0,1.0,2.0,1996.0,2138.0,9.0,295.0,950.0,456.0,1433.0,1677.0,2279.0,1237.0,2052.0,1014.0,0.2504348834297896,2008.0,0,38.7586036830544,-9.151415365200712,14513.0,0.1375318679804313,0.1473161992696203,0.1155515744504926,0.0203266037345827,0.0654585543995038,0.0314201061117618,0.0987390615310411,0.1570316268173361,0.0852339282023013,0.1413904775029284,7256.5,16.0,0,Diversifiers
18510,Elizabeth Blankenship,0,55,0.0,0.0,0.0,2.0,3338.0,580.0,10.0,268.0,746.0,700.0,1458.0,2071.0,2105.0,1218.0,2317.0,1051.0,0.1392924351246277,2005.0,1,38.74697208725649,-9.122879083596436,14801.0,0.2255253023444361,0.039186541449902,0.1399229781771502,0.0181068846699547,0.0504019998648739,0.0472941017498817,0.0985068576447537,0.1422201202621444,0.0822917370447942,0.1565434767921086,7400.5,19.0,0,Diversifiers
35254,Brian Leonard,1,75,0.0,0.0,1.0,2.0,4832.0,2186.0,8.0,216.0,593.0,560.0,1022.0,1980.0,1742.0,1019.0,2418.0,727.0,0.22850994624073,2008.0,1,38.728058848512894,-9.134257930897396,16568.0,0.2916465475615644,0.1319410912602607,0.119507484307098,0.0130371801062288,0.0357918879768227,0.0338000965717044,0.0616851762433606,0.1051424432641236,0.0615041042974408,0.1459439884113954,8284.0,16.0,0,Diversifiers
49813,Erica Hasan,0,74,1.0,1.0,1.0,2.0,4100.0,4080.0,7.0,405.0,473.0,1312.0,1307.0,1650.0,1922.0,1280.0,1926.0,21.0,0.2388454262249015,2001.0,0,38.72443166173016,-9.184043637844718,18455.0,0.2221620157138986,0.2210782985640747,0.0894066648604714,0.0219452722839338,0.0256299105933351,0.0710918450284475,0.0708209157409916,0.1041452180980764,0.0693578975887293,0.1043619615280411,9227.5,23.0,0,Diversifiers
22350,Dallas Taylor,1,34,1.0,1.0,2.0,2.0,7082.0,1301.0,11.0,199.0,235.0,1563.0,878.0,1878.0,1734.0,929.0,2030.0,1972.0,0.3166292663051073,2013.0,1,38.74457192345222,-9.117971706870652,17829.0,0.3972180155925739,0.0729710022996242,0.105334006394077,0.011161590666891,0.0131807728980873,0.0876661618711088,0.0492456110830669,0.0972572774692916,0.0521061192439284,0.1138594424813506,8914.5,11.0,0,Diversifiers
9042,Carrie Mccarthy,0,33,0.0,0.0,0.0,2.0,5852.0,6564.0,13.0,395.0,349.0,644.0,594.0,538.0,881.0,1173.0,393.0,874.0,0.0798068983351388,2017.0,1,38.76415460698299,-9.09538125734367,17383.0,0.3366507507334752,0.3776103089225105,0.0309497785192429,0.0227233503998159,0.0200770868089512,0.0370476902721049,0.0341713168037738,0.0506817005119944,0.0674797215670482,0.0226082954610826,8691.5,7.0,2,Diversifiers
35051,Jorge Hernandez,1,34,1.0,0.6,0.0,1.0,7279.0,5624.0,6.0,332.0,273.0,435.0,610.0,819.0,571.0,1318.0,1058.0,939.0,0.3781429768500193,2017.0,0,38.76429293411962,-9.09587367472291,18319.0,0.3973470167585567,0.3070036574048801,0.0447076805502483,0.0181232600032752,0.0149025601834161,0.0237458376548938,0.0332987608493913,0.0311698236803318,0.0719471586877013,0.0577542442273049,18319.0,7.0,0,Diversifiers
39132,Marjorie Nemoede,0,38,1.0,1.0,1.0,3.0,4672.0,2375.0,8.0,394.0,942.0,733.0,941.0,2458.0,2265.0,1253.0,2496.0,0.0,0.4427329931397319,2005.0,1,38.73983133336734,-9.15494223274941,18529.0,0.2521452857682552,0.1281774515624156,0.132656916185439,0.0212639645960386,0.0508392249986507,0.0395596092611581,0.0507852555453613,0.1222408117005774,0.067623724971666,0.1347077554104377,6176.333333333333,19.0,0,Diversifiers
46314,Casey Kelly,1,68,1.0,1.0,1.0,1.0,6384.0,4439.0,12.0,323.0,803.0,785.0,1057.0,2727.0,2506.0,1121.0,1791.0,1593.0,0.2144702234327338,2001.0,0,38.75497828854094,-9.191301615483244,21936.0,0.2910284463894967,0.2023614150255288,0.124316192560175,0.0147246535375638,0.036606491611962,0.0357859226841721,0.0481856309263311,0.1142414296134208,0.0511032093362509,0.0816466083150984,21936.0,23.0,0,Diversifiers
16781,Ernest Deardorff,1,27,0.0,0.0,0.0,1.0,8721.0,3747.0,13.0,202.0,375.0,482.0,840.0,982.0,837.0,763.0,435.0,1020.0,0.1182744238143324,2016.0,1,38.74743571925879,-9.173591768787231,17384.0,0.5016682006442706,0.2155430280717901,0.0564887252646111,0.0116198803497468,0.0215715600552231,0.0277266451909802,0.0483202945236999,0.0481477220432581,0.0438909341923607,0.0250230096640589,17384.0,8.0,2,Diversifiers
21840,Kenneth Rust,1,29,2.0,1.0,0.0,2.0,5497.0,564.0,6.0,350.0,357.0,13.0,1181.0,1508.0,2261.0,986.0,1799.0,1383.0,0.233368629998878,2018.0,1,38.71662190844516,-9.165873071749884,14516.0,0.3786855883163406,0.0388536786993662,0.1038853678699366,0.0241113254340038,0.0245935519426839,0.0008955635161201,0.081358500964453,0.1557591623036649,0.0679250482226508,0.1239322127307798,7258.0,6.0,0,Diversifiers
22643,Brittany Mayo,0,79,1.0,1.0,2.0,2.0,4125.0,2224.0,7.0,384.0,601.0,807.0,849.0,1319.0,2328.0,1001.0,1738.0,1743.0,0.0284573541562302,2003.0,1,38.76097103185597,-9.142679041128549,15376.0,0.2682752341311134,0.1446409989594172,0.0857830385015608,0.0249739854318418,0.0390868886576482,0.0524843912591051,0.0552159209157128,0.1514047866805411,0.0651014568158168,0.1130332986472424,7688.0,21.0,0,Diversifiers
23396,Jose Samson,1,27,0.0,0.0,0.0,2.0,2701.0,5405.0,19.0,558.0,459.0,413.0,571.0,901.0,494.0,934.0,907.0,242.0,0.1314629348453168,2015.0,1,38.76441690703406,-9.096106212322496,13343.0,0.2024282395263434,0.4050813160458667,0.0675260436183766,0.0418196807314696,0.0344000599565315,0.030952559394439,0.0427939743685827,0.0370231582102975,0.069999250543356,0.0679757176047365,6671.5,9.0,1,Diversifiers
39703,Donald Graves,1,75,0.0,1.0,1.0,3.0,4903.0,3139.0,8.0,328.0,279.0,381.0,1319.0,2069.0,2727.0,937.0,2126.0,78.0,0.2445801702677538,2010.0,1,38.77749547346131,-9.135916427574983,18208.0,0.2692772407732864,0.172396748681898,0.1136313708260105,0.0180140597539543,0.0153229349736379,0.0209248681898066,0.0724406854130052,0.1497693321616871,0.0514608963093145,0.1167618629173989,6069.333333333333,14.0,0,Diversifiers
